avg_ipt,bytes_in,bytes_out,dest_ip,dest_port,entropy,num_pkts_out,num_pkts_in,proto,src_ip,src_port,time_end,time_start,total_entropy,label,duration
0,8,8,786,"",3.0,1,1,1,786,"",1655076290409812,1655076290409727,47.999996,malicious,8.5E-5
0,0,0,786,2271,0.0,1,0,6,786,47613,1655076291098548,1655076291098548,0.0,outlier,0.0
0,0,0,786,53771,0.0,1,0,6,786,47613,1655076291358685,1655076291358685,0.0,outlier,0.0
44.285714285714285,34,29,786,5900,5.127916,7,10,6,786,32506,1655076292276613,1655076291723825,323.0587,outlier,0.552788
0,0,0,786,8148,0.0,1,0,6,786,47613,1655076293463643,1655076293463643,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655076291113717,1655076291113657,47.999996,outlier,6.0E-5
52.857142857142854,34,29,786,5900,5.127916,8,10,6,786,25073,1655076301151505,1655076300525776,323.05872,outlier,0.625729
0,0,0,786,34937,0.0,1,0,6,786,47613,1655076301604151,1655076301604151,0.0,outlier,0.0
51.142857142857146,34,29,786,5900,5.159661,7,10,6,786,30408,1655076302357622,1655076301748499,325.05865,outlier,0.609123
39.285714285714285,34,29,786,5900,5.064424,7,10,6,786,32426,1655076302720058,1655076302186662,319.0587,outlier,0.533396
80.5,19,43,786,3389,3.678133,4,3,6,786,49717,1655076302800901,1655076302468877,228.04424,outlier,0.332024
0,8,8,786,"",3.0,1,1,1,786,"",1655076302061794,165507630206167,47.999996,outlier,1.24E-4
53.57142857142857,34,29,786,5900,5.127916,7,10,6,786,22941,1655076807053734,1655076806396887,323.0587,outlier,0.656847
256,12,12,786,5900,2.886842,5,5,6,786,32816,1655076807301451,1655076806642492,69.28421,outlier,0.658959
0,0,0,786,29242,0.0,1,0,6,786,47613,1655076807405427,1655076807405427,0.0,outlier,0.0
48,34,29,786,5900,5.171644,7,10,6,786,25166,1655076807448491,1655076806836775,325.8136,outlier,0.611716
0,0,0,786,9644,0.0,4,3,6,786,51510,1655076808370459,1655076801643146,0.0,outlier,6.727313
41.714285714285715,34,29,786,5900,5.056022,7,10,6,786,32437,1655076808808031,1655076808238675,318.52936,outlier,0.569356
0,0,0,786,33634,0.0,3,20,6,786,47613,1655076790732921,1655076789274305,0.0,outlier,1.458616
57.714285714285715,34,29,786,5900,5.076406,8,10,6,786,34881,1655076809259581,1655076808592114,319.8136,outlier,0.667467
84.28571428571429,34,29,786,5900,5.171644,7,10,6,786,39364,1655076810321565,1655076809466497,325.81357,outlier,0.855068
45.142857142857146,34,29,786,5900,5.139898,7,10,6,786,44233,1655076811051202,1655076810482256,323.8136,outlier,0.568946
48.142857142857146,34,29,786,5900,5.09617,7,10,6,786,46723,165507681143827,1655076810839434,321.05872,outlier,0.598836
0,8,8,786,"",3.0,1,1,1,786,"",1655076808915845,1655076808915785,47.999996,malicious,6.0E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076809190548,1655076809190474,47.999996,malicious,7.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076811005193,1655076811005145,47.999996,outlier,4.8E-5
0,0,0,786,5492,0.0,1,0,6,786,47613,1655076816732843,1655076816732843,0.0,outlier,0.0
51.285714285714285,34,29,786,5900,5.084188,7,10,6,786,23549,1655076817639507,1655076817009706,320.3038,outlier,0.629801
0,0,0,786,55179,0.0,2,0,6,786,8104,1655076818633087,1655076814475656,0.0,outlier,4.157431
44.142857142857146,34,29,786,5900,5.064424,8,10,6,786,28716,1655076818444461,1655076817880961,319.05872,outlier,0.5635
0,0,0,786,40638,0.0,1,0,6,786,47613,1655076820038931,1655076820038931,0.0,outlier,0.0
0,0,0,786,10760,0.0,1,0,6,786,47613,1655076820045511,1655076820045511,0.0,outlier,0.0
0,0,0,786,12475,0.0,1,0,6,786,47613,1655076820707637,1655076820707637,0.0,outlier,0.0
0,0,0,786,56961,0.0,1,0,6,786,47613,1655076821161233,1655076821161233,0.0,outlier,0.0
45.42857142857143,34,29,786,5900,5.000932,8,11,6,786,55357,1655076823587535,1655076822663707,315.05872,outlier,0.923828
0,0,0,786,10980,0.0,1,0,6,786,47613,1655076823882694,1655076823882694,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655076822391791,1655076822391698,47.999996,outlier,9.3E-5
0,0,0,786,55594,0.0,1,0,6,786,47613,1655076825388719,1655076825388719,0.0,outlier,0.0
0,0,0,786,52862,0.0,1,0,6,786,47613,1655076791907698,1655076791907698,0.0,outlier,0.0
70.57142857142857,34,29,786,5900,5.09617,7,10,6,786,2536,1655076792791254,1655076792053623,321.05872,outlier,0.737631
0,0,0,786,65051,0.0,1,0,6,786,47613,1655076793125999,1655076793125999,0.0,outlier,0.0
51,34,29,786,5900,5.171644,7,10,6,786,9553,1655076793993383,1655076793399616,325.8136,outlier,0.593767
45.57142857142857,34,29,786,5900,5.159661,7,10,6,786,15157,1655076795040748,1655076794445111,325.05865,outlier,0.595637
58,34,29,786,5900,5.09617,7,11,6,786,16736,1655076795735476,1655076794807147,321.05872,outlier,0.928329
52,34,29,786,5900,5.052442,7,10,6,786,19122,1655076795904907,1655076795275632,318.30383,outlier,0.629275
45.857142857142854,34,29,786,5900,5.052442,7,10,6,786,23203,1655076796689474,1655076796108331,318.30383,outlier,0.581143
0,0,0,786,29974,0.0,1,0,6,786,47613,165507679702879,165507679702879,0.0,outlier,0.0
29.285714285714285,34,29,786,5900,4.957204,7,10,6,786,57147,1655076791857329,1655076791338244,312.30383,outlier,0.519085
57.57142857142857,34,29,786,5900,5.040459,7,11,6,786,58984,1655076792416768,1655076791593166,317.54892,outlier,0.823602
0,0,0,786,51665,0.0,1,0,6,786,47613,1655076792450026,1655076792450026,0.0,outlier,0.0
0,0,0,786,8863,0.0,1,0,6,786,47613,1655076792678143,1655076792678143,0.0,outlier,0.0
43.285714285714285,34,29,786,5900,4.99253,7,10,6,786,4792,1655076793170696,165507679260119,314.5294,outlier,0.569506
53.714285714285715,34,29,786,5900,5.032678,7,10,6,786,7143,1655076793604872,1655076792956228,317.05872,outlier,0.648644
81.85714285714286,34,29,786,5900,5.108152,7,10,6,786,11791,1655076794646095,1655076793821476,321.8136,outlier,0.824619
0,8,8,786,"",3.0,1,1,1,786,"",1655076792375552,1655076792375504,47.999996,outlier,4.8E-5
48.42857142857143,34,29,786,5900,5.09617,7,10,6,786,21172,1655076796312509,1655076795718808,321.05872,outlier,0.593701
0,0,0,786,5325,0.0,1,0,6,786,47613,1655076796813451,1655076796813451,0.0,outlier,0.0
51,34,29,786,5900,5.108152,7,10,6,786,25623,165507679710113,1655076796478918,321.8136,outlier,0.622212
52.714285714285715,34,29,786,5900,5.09617,7,11,6,786,27791,1655076797789009,1655076796898316,321.05872,outlier,0.890693
73.14285714285714,34,29,786,5900,4.909274,7,10,6,786,30012,1655076798101945,1655076797333925,309.28427,outlier,0.76802
0,0,0,786,8104,0.0,3,6,6,786,55179,1655076779136407,1655076778974607,0.0,outlier,0.1618
60492886.450704224,23642,16041,786,9200,30.143793,244,14,6,786,50398,1655076826865781,1655076799127389,1196196.1,benign,27.738392
60492885.83098592,23567,4442,786,9200,32.140133,200,46,6,786,50394,1655076826846842,1655076799175504,900213.0,benign,27.671337
75.85714285714286,34,29,786,5900,5.064424,7,10,6,786,34940,1655076819720129,1655076818940311,319.05872,outlier,0.779818
48.42857142857143,34,29,786,5900,5.084188,7,10,6,786,37424,1655076820110418,165507681951578,320.3038,outlier,0.594638
81.57142857142857,34,29,786,5900,5.032678,7,10,6,786,42134,1655076821165569,1655076820254155,317.05872,outlier,0.911414
81.71428571428571,34,29,786,5900,5.127916,9,11,6,786,6372,1655076826784978,1655076824563772,323.0587,outlier,2.221206
192.28571428571428,34,29,786,5900,4.842612,7,11,6,786,11135,1655076827238199,1655076825605944,305.08453,outlier,1.632255
0,8,8,786,"",3.0,1,1,1,786,"",1655076825498219,1655076825498155,47.999996,malicious,6.4E-5
52.142857142857146,34,29,786,5900,5.171644,7,10,6,786,19887,165507682796431,165507682742463,325.8136,outlier,0.53968
29.857142857142858,34,29,786,5900,5.056022,7,10,6,786,22285,1655076828193735,165507682784918,318.5294,outlier,0.344555
30.285714285714285,34,29,786,5900,5.159662,7,10,6,786,24071,1655076828568948,1655076828101007,325.0587,outlier,0.467941
0,0,0,786,2441,0.0,1,0,6,786,47613,1655076828786646,1655076828786646,0.0,outlier,0.0
46.142857142857146,34,29,786,5900,5.09617,7,10,6,786,25966,1655076828942354,1655076828356989,321.05872,outlier,0.585365
0,8,8,786,"",3.0,1,1,1,786,"",1655076828398459,1655076828398394,47.999996,outlier,6.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076829326643,1655076829326553,47.999996,malicious,9.0E-5
50.42857142857143,34,29,786,5900,5.024276,8,10,6,786,13503,1655076815961423,1655076815358461,316.5294,outlier,0.602962
78.57142857142857,34,29,786,5900,4.957203,7,10,6,786,15908,1655076816606777,1655076815754904,312.30377,outlier,0.851873
0,0,0,786,5695,0.0,1,0,6,786,47613,1655076816962812,1655076816962812,0.0,outlier,0.0
0,0,0,786,28436,0.0,1,0,6,786,47613,165507681696286,165507681696286,0.0,outlier,0.0
87.42857142857143,34,29,786,5900,5.09617,8,10,6,786,20121,1655076817249609,165507681635685,321.05872,outlier,0.892759
54.142857142857146,34,29,786,5900,5.139897,7,10,6,786,26262,1655076818083636,1655076817435472,323.81354,outlier,0.648164
0,0,0,786,2259,0.0,1,0,6,786,55179,1655076818632582,1655076818632582,0.0,outlier,0.0
48.857142857142854,34,29,786,5900,5.171644,7,10,6,786,30702,1655076818748128,1655076818230062,325.8136,outlier,0.518066
0,0,0,786,3424,0.0,1,0,6,786,47613,1655076819044078,1655076819044078,0.0,outlier,0.0
62246303.507246375,21300,62244,786,9200,21.16798,216,65,6,786,50414,1655076826854924,165507679912586,1768457.8,benign,27.729065
60492885.91549296,22747,59106,786,9200,20.835207,40,59,6,786,50366,1655076826867995,1655076799167572,1705424.2,benign,27.700422
59652698.61111111,24719,46428,786,9200,23.409466,150,227,6,786,50396,1655076826898523,1655076799167528,1665513.2,benign,27.730995
61357061.98571429,22561,1428,786,9200,32.251057,192,200,6,786,50412,1655076826882974,1655076799127322,773670.6,benign,27.755651
60492878,23499,45929,786,9200,23.807322,196,23,6,786,50422,1655076826880898,1655076799127538,1652894.8,benign,27.75336
33.857142857142854,34,29,786,5900,4.905694,7,11,6,786,33310,1655076819393724,1655076818641617,309.0587,outlier,0.752107
53.285714285714285,34,29,786,5900,5.115933,7,10,6,786,48325,1655076822041932,1655076821409125,322.3038,outlier,0.632807
61356748.02857143,22654,8530,786,9200,32.14206,130,81,6,786,50366,1655076788829403,1655076783708886,1002318.0,benign,5.120517
84.28571428571429,34,29,786,5900,5.115933,7,10,6,786,36584,1655076788925165,1655076788040447,322.30377,outlier,0.884718
54.142857142857146,34,29,786,5900,5.159662,7,10,6,786,40582,1655076789312465,1655076788673455,325.0587,outlier,0.63901
43.142857142857146,34,29,786,5900,5.171644,7,10,6,786,43561,1655076789656275,1655076789102935,325.8136,outlier,0.55334
62245976.30434783,21411,63751,786,9200,20.494291,31,40,6,786,50396,1655076788814881,16550767837088,1745334.9,benign,5.106081
25,34,29,786,5900,5.108152,7,10,6,786,30922,1655076787358516,1655076786897885,321.8136,outlier,0.460631
62.57142857142857,34,29,786,5900,5.09617,7,10,6,786,34075,1655076788288889,1655076787542581,321.05872,outlier,0.746308
65075330.833333336,18012,2205,786,9200,33.192978,83,75,6,786,50398,165507678843983,1655076783755587,671062.44,benign,4.684243
64104059.85074627,19061,1679,786,9200,33.238018,252,182,6,786,50414,1655076788458057,1655076783710042,689356.5,benign,4.748015
0,8,8,786,"",3.0,1,1,1,786,"",1655076786007901,1655076786007842,47.999996,malicious,5.9E-5
27.5,19,43,786,3389,3.678133,4,3,6,786,63044,1655076790206839,1655076790139165,228.04424,outlier,0.067674
30.428571428571427,34,29,786,5900,4.881729,7,10,6,786,48344,165507679041706,1655076789946909,307.54895,outlier,0.470151
63.857142857142854,34,29,786,5900,5.052442,7,10,6,786,45931,165507679002313,1655076789445878,318.30383,outlier,0.577252
0,8,8,786,"",2.75,1,1,1,786,"",1655076790307746,1655076790307684,43.999996,outlier,6.2E-5
0,0,0,786,29983,0.0,1,0,6,786,47613,1655076791268813,1655076791268813,0.0,outlier,0.0
46.857142857142854,34,29,786,5900,5.064424,7,10,6,786,32317,1655076798418247,1655076797883889,319.05872,outlier,0.534358
0,0,0,786,2076,0.0,1,0,6,786,47613,1655076798354943,1655076798354943,0.0,outlier,0.0
52,34,29,786,5900,5.20339,7,10,6,786,7041,1655076804232581,1655076803603799,327.81357,outlier,0.628782
66.28571428571429,34,29,786,5900,5.09617,8,10,6,786,9725,1655076804736594,1655076804008225,321.05872,outlier,0.728369
48.57142857142857,34,29,786,5900,5.084187,7,11,6,786,11956,1655076805359628,1655076804518573,320.30377,outlier,0.841055
52.57142857142857,34,29,786,5900,5.171644,7,9,6,786,36893,1655076799063055,1655076798565883,325.8136,outlier,0.497172
27.714285714285715,34,29,786,5900,4.899908,7,10,6,786,39560,1655076799480458,1655076798990026,308.69418,outlier,0.490432
44.57142857142857,34,29,786,5900,5.171644,7,10,6,786,16464,1655076805850036,1655076805385314,325.8136,outlier,0.464722
52.57142857142857,34,29,786,5900,5.120135,7,11,6,786,41213,1655076800134617,1655076799240582,322.56848,outlier,0.894035
50.714285714285715,34,29,786,5900,5.076406,7,11,6,786,51824,1655076812485886,1655076811649454,319.81354,outlier,0.836432
70.14285714285714,34,29,786,5900,4.981168,7,10,6,786,54328,1655076812804646,1655076812053006,313.81357,outlier,0.75164
0,0,0,786,54100,0.0,1,0,6,786,47613,1655076812918004,1655076812918004,0.0,outlier,0.0
49,34,29,786,5900,5.052442,7,10,6,786,4546,1655076814372801,1655076813771152,318.30383,outlier,0.601649
59.142857142857146,34,29,786,5900,5.032678,7,10,6,786,6832,1655076814835623,1655076814174027,317.05872,outlier,0.661596
0,8,8,786,"",3.0,1,1,1,786,"",1655076815831755,1655076815831698,47.999996,outlier,5.7E-5
38.714285714285715,34,29,786,5900,5.032678,7,10,6,786,34668,1655076798784437,1655076798252151,317.05872,outlier,0.532286
60.142857142857146,34,29,786,5900,5.09617,7,10,6,786,14008,1655076805570759,1655076804900333,321.05872,outlier,0.670426
150.5,12,12,786,5900,2.886842,5,5,6,786,58090,1655076805687699,1655076805071122,69.28421,outlier,0.616577
84.42857142857143,34,29,786,5900,5.056022,8,10,6,786,43532,1655076800525388,1655076799657761,318.52936,outlier,0.867627
145.5,12,12,786,5900,2.886842,5,5,6,786,59734,1655076806348634,1655076805820644,69.28421,outlier,0.52799
45.142857142857146,34,29,786,5900,5.139898,7,10,6,786,20456,1655076806613285,1655076806033594,323.8136,outlier,0.579691
5.5,48,48,786,123,4.4577,1,1,17,786,123,1655076806909402,1655076806897951,427.9392,outlier,0.011451
57.57142857142857,34,29,786,5900,5.171644,7,10,6,786,52182,1655076801774894,1655076801074626,325.81357,outlier,0.700268
52.285714285714285,34,29,786,5900,5.020695,7,10,6,786,56433,1655076802593762,165507680195041,316.3038,outlier,0.643352
0,0,0,786,54186,0.0,1,0,6,786,47613,1655076802526129,1655076802526129,0.0,outlier,0.0
54.142857142857146,34,29,786,5900,5.052442,7,10,6,786,58100,16550768030171,1655076802362097,318.30383,outlier,0.655003
53024594.75308642,34820,9407,786,9200,31.829132,210,191,6,786,50392,1655076808678122,1655076783708564,1407707.0,benign,24.969559
50.57142857142857,34,29,786,5900,5.127916,7,10,6,786,4408,1655076803863728,1655076803201217,323.0587,outlier,0.662511
0,0,0,786,59606,0.0,1,0,6,786,47613,1655076803984809,1655076803984809,0.0,outlier,0.0
0,56,56,786,"",2.402007,1,1,1,786,"",1655076799680623,1655076799680564,269.02478,outlier,5.9E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076803971928,1655076803971853,47.999996,malicious,7.5E-5
0,0,0,786,20920,0.0,1,0,6,786,47613,1655076808019939,1655076808019939,0.0,outlier,0.0
89.71428571428571,34,29,786,5900,5.024276,7,10,6,786,26784,1655076808105505,1655076807217191,316.52942,outlier,0.888314
42.714285714285715,34,29,786,5900,5.084187,7,10,6,786,30266,1655076808447348,1655076807899707,320.30377,outlier,0.547641
50.285714285714285,34,29,786,5900,5.171644,7,11,6,786,37174,1655076809897947,1655076809058306,325.8136,outlier,0.839641
48.714285714285715,34,29,786,5900,4.969186,7,10,6,786,41858,1655076810694559,1655076810097832,313.05875,outlier,0.596727
0,8,8,786,"",3.0,1,1,1,786,"",1655076807466867,165507680746678,47.999996,malicious,8.7E-5
51,34,29,786,5900,5.084188,7,10,6,786,49532,1655076811883187,1655076811231274,320.3038,outlier,0.651913
48.142857142857146,34,29,786,5900,5.056022,7,10,6,786,59359,1655076813601099,165507681302228,318.52936,outlier,0.578819
43,34,29,786,5900,5.032678,7,10,6,786,2387,1655076813973103,1655076813422403,317.05872,outlier,0.5507
44,34,29,786,5900,4.969186,7,10,6,786,8903,1655076815180396,1655076814627951,313.05872,outlier,0.552445
46.142857142857146,34,29,786,5900,5.127916,7,10,6,786,11017,1655076815563,1655076814977965,323.0587,outlier,0.585035
0,8,8,786,"",3.0,1,1,1,786,"",1655076815328768,1655076815328704,47.999996,outlier,6.4E-5
65.57142857142857,34,29,786,5900,4.980547,7,10,6,786,17489,1655076754274799,1655076753531764,313.77448,outlier,0.743035
51.57142857142857,34,29,786,5900,5.09617,7,10,6,786,21982,1655076755091827,1655076754469518,321.05872,outlier,0.622309
49.42857142857143,34,29,786,5900,5.171644,8,10,6,786,24350,1655076755508093,1655076754901248,325.8136,outlier,0.606845
52,34,29,786,5900,5.052442,8,10,6,786,26506,1655076755926042,1655076755311117,318.30383,outlier,0.614925
0,8,8,786,"",3.0,1,1,1,786,"",1655076755646283,16550767556462,47.999996,outlier,8.3E-5
83.14285714285714,34,29,786,5900,4.924838,7,10,6,786,30987,1655076756957539,165507675613531,310.26477,outlier,0.822229
43.285714285714285,34,29,786,5900,5.064424,7,10,6,786,33916,1655076757305343,1655076756754012,319.05872,outlier,0.551331
45.142857142857146,34,29,786,5900,5.127916,7,10,6,786,36173,1655076757671729,1655076757100307,323.0587,outlier,0.571422
46.142857142857146,34,29,786,5900,5.072205,7,10,6,786,38701,1655076758058019,1655076757469769,319.5489,outlier,0.58825
47,34,29,786,5900,5.127916,7,10,6,786,41250,1655076758413093,1655076757840316,323.0587,outlier,0.572777
90,12,12,786,5900,2.886842,5,5,6,786,43871,1655076760409453,1655076760208242,69.28421,outlier,0.201211
52.285714285714285,34,29,786,5900,5.20339,7,10,6,786,55474,1655076760837394,1655076760162754,327.81354,outlier,0.67464
59.142857142857146,34,29,786,5900,5.127916,7,11,6,786,58482,1655076761438072,165507676057768,323.0587,outlier,0.860392
55.142857142857146,34,29,786,5900,5.076406,7,10,6,786,4461,1655076762242382,1655076761605206,319.8136,outlier,0.637176
42.857142857142854,34,29,786,5900,5.127916,7,9,6,786,7105,1655076762459444,1655076762057415,323.0587,outlier,0.402029
0,8,8,786,"",3.0,1,1,1,786,"",1655076757897683,1655076757897604,47.999996,outlier,7.9E-5
0,8,8,786,"",2.75,1,1,1,786,"",1655076761104729,1655076761104676,43.999996,outlier,5.3E-5
0,0,31,786,"",4.255762,1,0,1,786,"",1655076761241832,1655076761241832,131.92862,outlier,0.0
0,0,0,786,25835,0.0,1,0,6,786,47613,1655076972585235,1655076972585235,0.0,outlier,0.0
180.5,19,43,786,3389,3.678133,4,3,6,786,53795,1655076973683259,1655076973098858,228.04424,outlier,0.584401
0,0,0,786,31099,0.0,1,0,6,786,47613,1655076974128051,1655076974128051,0.0,outlier,0.0
0,0,0,786,55002,0.0,1,0,6,786,47613,1655076975418033,1655076975418033,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655076972038248,1655076972038156,47.999996,malicious,9.2E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076975432053,165507697543198,114.267365,outlier,7.3E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076975510437,1655076975510343,114.267365,outlier,9.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",165507697819952,1655076978199455,47.999996,outlier,6.5E-5
0,0,0,786,47613,0.0,3,0,6,786,51448,1655076982390509,1655076980806457,0.0,outlier,1.584052
0,0,0,786,40810,0.0,1,0,6,786,47613,1655076982390177,1655076982390177,0.0,outlier,0.0
0,0,300,786,67,1.623167,1,0,17,786,68,1655076982502386,1655076982502386,486.95004,benign,0.0
0,56,56,786,"",1.020244,1,1,1,786,"",1655076962708779,1655076962708722,114.267365,malicious,5.7E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076964003523,1655076964003455,114.267365,malicious,6.8E-5
0,0,0,786,16445,0.0,1,0,6,786,47613,1655076980806056,1655076980806056,0.0,outlier,0.0
0,0,0,786,34424,0.0,1,0,6,786,47613,1655076981643261,1655076981643261,0.0,outlier,0.0
33,0,517,786,6633,3.91983,4,4,6,786,49048,1655076961251247,1655076961183599,2026.5519,outlier,0.067648
0,56,56,786,"",1.020244,1,1,1,786,"",1655076962636823,1655076962636739,114.267365,malicious,8.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076963974975,1655076963974886,47.999996,outlier,8.9E-5
144.5,12,12,786,5900,2.886842,5,5,6,786,54630,165507698420275,1655076983766338,69.28421,outlier,0.436412
144.5,12,12,786,5900,2.886842,5,5,6,786,41214,1655076990290145,1655076989854504,69.28421,outlier,0.435641
0,0,0,786,57484,0.0,1,0,6,786,47613,1655076993831932,1655076993831932,0.0,outlier,0.0
0,56,56,786,"",1.020244,1,1,1,786,"",1655076984763577,1655076984763517,114.267365,outlier,6.0E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076990989539,1655076990989455,114.267365,outlier,8.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076991131291,1655076991131208,47.999996,outlier,8.3E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076993867749,1655076993867674,47.999996,malicious,7.5E-5
0,0,0,786,33690,0.0,1,0,6,786,47613,1655076988365752,1655076988365752,0.0,outlier,0.0
0,0,0,786,65397,0.0,1,0,6,786,47613,1655076988375716,1655076988375716,0.0,outlier,0.0
144.5,12,12,786,5900,2.886842,7,6,6,786,38438,1655076989257936,1655076988678789,69.28421,outlier,0.579147
0,0,0,786,21896,0.0,1,0,6,786,47613,1655076989672205,1655076989672205,0.0,outlier,0.0
0,0,0,786,57123,0.0,1,0,6,786,47613,1655076990113311,1655076990113311,0.0,outlier,0.0
0,0,0,786,31375,0.0,1,0,6,786,47613,1655076990743547,1655076990743547,0.0,outlier,0.0
144.5,12,12,786,5900,2.886842,5,5,6,786,43202,1655076991312756,1655076990875124,69.28421,outlier,0.437632
0,0,0,786,2376,0.0,3,1,6,786,56843,1655076992214708,16550769919503,0.0,outlier,0.264408
0,0,0,786,24863,0.0,1,0,6,786,47613,1655076993774072,1655076993774072,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655076985174967,1655076985174909,47.999996,malicious,5.8E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076985486593,1655076985486546,114.267365,outlier,4.7E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076988707441,16550769887074,47.999996,malicious,4.1E-5
0,0,0,786,41118,0.0,1,0,6,786,47613,1655076994114439,1655076994114439,0.0,outlier,0.0
0,0,0,786,40510,0.0,1,0,6,786,47613,1655076988023849,1655076988023849,0.0,outlier,0.0
0,0,0,786,53637,0.0,1,0,6,786,47613,1655076988334028,1655076988334028,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655076945621699,165507694562165,47.999996,malicious,4.9E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076947437393,1655076947437321,47.999996,malicious,7.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076948826761,1655076948826688,47.999996,outlier,7.3E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076948888674,1655076948888588,114.267365,outlier,8.6E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655076949019308,165507694901923,114.267365,malicious,7.8E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076949884936,1655076949884852,47.999996,malicious,8.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076950309574,1655076950309476,47.999996,outlier,9.8E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076950910617,1655076950910539,47.999996,outlier,7.8E-5
148,12,12,786,5900,2.886842,5,5,6,786,44958,1655076954949607,1655076954503775,69.28421,outlier,0.445832
0,8,8,786,"",3.0,1,1,1,786,"",1655076952115519,1655076952115433,47.999996,malicious,8.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076952243586,1655076952243504,47.999996,outlier,8.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655076952371346,1655076952371238,47.999996,outlier,1.08E-4
62246213.30434783,20579,1540,786,9200,32.77889,100,2,6,786,50396,1655076962767586,1655076941266911,725036.25,benign,21.500675
65075587.09090909,17893,30388,786,9200,24.275702,42,140,6,786,50366,1655076962778129,16550769412462,1172055.1,benign,21.531929
65075586.90909091,17826,52438,786,9200,20.692827,120,213,6,786,50394,1655076962794465,1655076941246283,1453960.8,benign,21.548182
65075586.06060606,17997,22447,786,9200,27.581768,190,97,6,786,50414,1655076962798494,1655076941305696,1115517.0,benign,21.492798
65075586.03030303,17952,58552,786,9200,19.585455,79,12,6,786,50412,1655076962735686,1655076941305777,1498365.6,benign,21.429909
0,0,0,786,10340,0.0,1,0,6,786,47613,1655076955792513,1655076955792513,0.0,outlier,0.0
0,0,0,786,26426,0.0,1,0,6,786,47613,1655076956677334,1655076956677334,0.0,outlier,0.0
0,0,0,786,54783,0.0,1,0,6,786,47613,1655076957054706,1655076957054706,0.0,outlier,0.0
0,0,0,786,4290,0.0,1,0,6,786,47613,1655076957715071,1655076957715071,0.0,outlier,0.0
0,0,72,786,49331,4.714027,1,0,6,786,25,1655076958859522,1655076958859522,339.40997,outlier,0.0
119.85714285714286,34,29,786,5900,4.906104,7,10,6,786,10855,1655076878450729,1655076877355187,309.08453,outlier,1.095542
149.5,12,12,786,5900,2.886842,7,6,6,786,48858,1655076879564948,1655076878969316,69.28421,outlier,0.595632
72796162.77966101,10014,28109,786,9200,19.929775,167,53,6,786,50392,1655076886394705,1655076880015558,759782.8,benign,6.379147
49,34,29,786,5900,5.139898,7,10,6,786,29428,1655076881655523,1655076881094823,323.8136,outlier,0.5607
0,0,0,786,18900,0.0,1,0,6,786,47613,1655076886805562,1655076886805562,0.0,outlier,0.0
50.857142857142854,34,29,786,5900,4.988949,7,10,6,786,58948,1655076886842574,1655076886224921,314.3038,outlier,0.617653
0,0,0,786,10443,0.0,2,1,6,786,11286,1655076881982971,1655076881890785,0.0,outlier,0.092186
0,0,0,786,3023,0.0,1,0,6,786,47613,1655076882120464,1655076882120464,0.0,outlier,0.0
87.85714285714286,34,29,786,5900,5.139898,7,10,6,786,6824,1655076888239309,165507688739912,323.8136,outlier,0.840189
177,12,12,786,5900,2.886842,5,5,6,786,53772,1655076883108645,1655076882597969,69.28421,outlier,0.510676
48.142857142857146,34,29,786,5900,4.969186,7,10,6,786,38639,1655076883220085,165507688261719,313.05875,outlier,0.602895
92,0,243,786,10443,5.827763,4,3,6,786,53682,1655076883360487,1655076883175483,1416.1464,outlier,0.185004
52.857142857142854,34,29,786,5900,5.056643,7,11,6,786,14795,1655076889722963,165507688880534,318.5685,outlier,0.917623
56.42857142857143,34,29,786,5900,5.108152,7,10,6,786,43585,1655076884054079,165507688335823,321.8136,outlier,0.695849
83,34,29,786,5900,5.139898,7,10,6,786,19922,1655076890530778,1655076889677846,323.8136,outlier,0.852932
